,Name,Gender,Economic Status,Height,Weight,Age,Income
2851,Ilafaw,Female,Middle Class,190.0,83.0,38.0,19084.0
2852,Egux,Male,Rich,166.0,79.0,37.0,20901.0
2853,Nenahelp,Female,Middle Class,180.0,83.0,42.0,18208.0
2854,Olradut,Female,Middle Class,162.0,78.0,37.0,20585.0
2855,Awoz,Female,Rich,170.0,68.0,36.0,20558.0
2856,Uouyüz,Female,Rich,164.0,85.0,40.0,18193.0
2857,Unegimuh,Male,Poor,181.0,80.0,31.0,19865.0
2858,Usoyuo,Male,Rich,182.0,72.0,40.0,20953.0
2859,Üylay,Male,Poor,184.0,79.0,41.0,19450.0
2860,Obizapih,Female,Middle Class,169.0,68.0,39.0,21439.0
2861,Solü,Male,Middle Class,172.0,77.0,31.0,20677.0
2862,Etoer,Female,Poor,177.0,86.0,37.0,21219.0
2863,Ügüül,Male,Poor,161.0,73.0,39.0,18498.0
2864,Ayiñoñax,Male,Middle Class,185.0,73.0,39.0,19074.0
2865,Eqoj,Male,Middle Class,188.0,78.0,36.0,21425.0
2866,Otxodux,Male,Rich,161.0,81.0,38.0,18848.0
2867,Üwox,Female,Rich,166.0,78.0,36.0,18928.0
2868,Rnüicaw,Male,Rich,167.0,78.0,33.0,19724.0
2869,Üholüjut,Male,Middle Class,168.0,87.0,41.0,18770.0
2870,Omagewp,Female,Middle Class,162.0,67.0,38.0,18314.0
2871,Ecilüñ,Female,Rich,164.0,70.0,40.0,20512.0
2872,Oaozose,Female,Poor,189.0,85.0,41.0,19607.0
2873,Ilüajüjaf,Female,Rich,181.0,81.0,40.0,19336.0
2874,Üyñeq,Male,Rich,173.0,86.0,36.0,21341.0
2875,Üviv,Female,Rich,177.0,68.0,35.0,20293.0
2876,Iduru,Female,Middle Class,167.0,70.0,36.0,18363.0
2877,Uyiley,Male,Rich,174.0,78.0,38.0,18562.0
2878,Orqeh,Female,Poor,172.0,71.0,34.0,19624.0
2879,Ivixeluan,Female,Rich,177.0,68.0,37.0,18642.0
2880,Ujc,Female,Middle Class,164.0,82.0,34.0,20122.0
2881,Iñilop,Female,Middle Class,168.0,82.0,42.0,19164.0
2882,Irovew,Female,Middle Class,181.0,68.0,32.0,18998.0
2883,Üwiüdti,Male,Poor,184.0,85.0,31.0,19072.0
2884,Oxaxonüw,Male,Rich,171.0,68.0,39.0,21179.0
2885,Uzo,Male,Middle Class,167.0,69.0,35.0,20431.0
2886,Etife,Male,Middle Class,165.0,80.0,35.0,19840.0
2887,Ehad,Female,Middle Class,162.0,75.0,32.0,18372.0
2888,Uleg,Female,Rich,188.0,75.0,41.0,19899.0
2889,Ihnil,Female,Poor,180.0,68.0,40.0,19665.0
2890,Opegüzag,Male,Poor,167.0,73.0,42.0,20809.0
2891,Unad,Male,Poor,173.0,84.0,36.0,19938.0
2892,Uqemgüs,Male,Middle Class,181.0,85.0,42.0,21370.0
2893,Iralal,Female,Poor,166.0,71.0,42.0,18873.0
2894,Elazul,Male,Rich,164.0,85.0,34.0,18030.0
2895,Cal,Female,Rich,182.0,89.0,42.0,19022.0
2896,Iiic,Female,Poor,168.0,80.0,36.0,18280.0
2897,Asuxepud,Female,Rich,176.0,81.0,42.0,19212.0
2898,Iqagaiy,Male,Middle Class,172.0,66.0,36.0,19400.0
2899,Oñezüc,Female,Middle Class,167.0,66.0,40.0,20740.0
2900,Ocecayusap,Female,Middle Class,175.0,90.0,37.0,19569.0
2901,Ujüyüb,Male,Poor,162.0,70.0,35.0,18307.0
2902,Uñuuh,Male,Middle Class,179.0,84.0,41.0,20043.0
2903,Agaqeval,Female,Middle Class,190.0,79.0,42.0,20804.0
2904,Edülza,Female,Middle Class,165.0,77.0,37.0,18094.0
2905,Üfadirs,Female,Poor,187.0,71.0,36.0,18336.0
2906,Ajuyifizer,Male,Rich,163.0,77.0,31.0,19166.0
2907,Aleg,Female,Middle Class,169.0,76.0,42.0,21356.0
2908,Olxeb,Female,Middle Class,186.0,86.0,31.0,19850.0
2909,Ajt,Male,Rich,178.0,88.0,39.0,18368.0
2910,Zujjol,Female,Middle Class,180.0,69.0,35.0,18754.0
2911,Egübüf,Female,Poor,162.0,78.0,37.0,21025.0
2912,Uqut,Female,Rich,180.0,68.0,39.0,19867.0
2913,Ümalagou,Female,Middle Class,188.0,88.0,37.0,20190.0
2914,Umehuq,Male,Poor,181.0,90.0,33.0,20166.0
2915,Epüxñod,Male,Poor,166.0,69.0,37.0,19300.0
2916,Oqanüm,Female,Middle Class,187.0,90.0,41.0,18488.0
2917,Amübo,Female,Poor,190.0,76.0,42.0,19688.0
2918,Ihoxü,Female,Middle Class,168.0,66.0,35.0,19815.0
2919,Imaugaj,Male,Poor,177.0,66.0,38.0,20692.0
2920,Etowoh,Female,Middle Class,186.0,88.0,37.0,18657.0
2921,Iñovuix,Female,Poor,164.0,68.0,41.0,20393.0
2922,Ovijojvuh,Female,Rich,168.0,86.0,33.0,19311.0
2923,Alahoj,Female,Poor,179.0,70.0,38.0,18610.0
2924,Icuwüc,Female,Middle Class,168.0,67.0,35.0,18751.0
2925,Ogipebum,Male,Rich,176.0,74.0,33.0,20259.0
2926,Uway,Female,Middle Class,179.0,89.0,38.0,20585.0
2927,Üldis,Female,Rich,174.0,78.0,34.0,18059.0
2928,Üzolazid,Female,Middle Class,190.0,68.0,38.0,18787.0
2929,Oufüj,Female,Middle Class,185.0,68.0,33.0,19480.0
2930,Ünimof,Male,Middle Class,168.0,75.0,32.0,21003.0
2931,Eweh,Female,Middle Class,169.0,70.0,36.0,21403.0
2932,Ovc,Female,Rich,185.0,90.0,39.0,19089.0
2933,Nühocojüm,Female,Poor,179.0,83.0,42.0,19734.0
2934,Ovow,Female,Middle Class,176.0,86.0,38.0,18732.0
2935,Gatc,Male,Rich,185.0,76.0,33.0,19741.0
2936,Üyeb,Male,Rich,174.0,74.0,38.0,19071.0
2937,Ewirux,Female,Rich,182.0,85.0,33.0,20297.0
2938,Ilam,Female,Rich,183.0,80.0,32.0,18325.0
2939,Rahisih,Female,Rich,179.0,84.0,39.0,18087.0
2940,Iülo,Female,Poor,161.0,74.0,42.0,19075.0
2941,Elufüp,Female,Rich,181.0,87.0,39.0,21403.0
2942,Bol,Male,Poor,162.0,82.0,38.0,20817.0
2943,Orel,Female,Middle Class,164.0,86.0,37.0,19808.0
2944,Etalüg,Female,Middle Class,182.0,87.0,40.0,21460.0
2945,Unl,Female,Middle Class,183.0,78.0,33.0,19347.0
2946,Orüy,Female,Middle Class,173.0,72.0,35.0,20969.0
2947,Uwüosew,Male,Poor,167.0,70.0,37.0,18550.0
2948,Üxejoyus,Male,Middle Class,174.0,78.0,31.0,20977.0
2949,Ümuagigaw,Male,Poor,187.0,68.0,42.0,19214.0
2950,Oilam,Male,Middle Class,173.0,88.0,33.0,19215.0
2951,Vjuf,Male,Rich,187.0,77.0,31.0,20783.0
2952,Üxünñag,Male,Poor,190.0,78.0,36.0,18367.0
2953,Izütñeb,Male,Middle Class,187.0,89.0,35.0,19284.0
2954,Igañ,Male,Middle Class,164.0,89.0,33.0,19004.0
2955,Bezurures,Male,Rich,173.0,79.0,34.0,18840.0
2956,Oxugax,Male,Middle Class,175.0,87.0,37.0,19357.0
2957,Ojohüp,Male,Middle Class,182.0,88.0,38.0,20414.0
2958,Ouh,Male,Poor,178.0,70.0,38.0,21122.0
2959,Uhüt,Male,Poor,175.0,82.0,31.0,19226.0
2960,Osq,Male,Poor,183.0,81.0,40.0,19763.0
2961,Eqeyüqi,Male,Poor,167.0,67.0,31.0,18950.0
2962,Iñajozañ,Female,Middle Class,169.0,70.0,37.0,19213.0
2963,Uqaq,Female,Poor,186.0,70.0,33.0,18957.0
2964,Ceuj,Male,Rich,187.0,83.0,42.0,21028.0
2965,Iconexsiñ,Male,Middle Class,178.0,69.0,31.0,21006.0
2966,Awabul,Male,Poor,183.0,70.0,31.0,21424.0
2967,Uor,Female,Poor,169.0,68.0,31.0,19584.0
2968,Osuxapex,Male,Rich,179.0,80.0,40.0,19659.0
2969,Oloy,Female,Poor,161.0,81.0,35.0,19328.0
2970,Aqo,Male,Rich,189.0,67.0,36.0,18516.0
2971,Ñpcat,Female,Rich,162.0,66.0,39.0,19039.0
2972,Azuebuw,Male,Poor,187.0,81.0,34.0,21085.0
2973,Üyis,Male,Rich,183.0,72.0,40.0,18383.0
2974,Ojas,Female,Poor,189.0,80.0,40.0,21309.0
2975,Ipewuñ,Female,Poor,189.0,72.0,36.0,19923.0
2976,Einotuf,Male,Poor,176.0,68.0,35.0,20728.0
2977,Umüf,Female,Middle Class,172.0,89.0,36.0,18252.0
2978,Pojunul,Female,Poor,188.0,72.0,32.0,19264.0
2979,Ücocev,Male,Poor,187.0,88.0,37.0,19257.0
2980,Eñolüp,Female,Rich,187.0,66.0,31.0,19022.0
2981,Uvüqeg,Female,Middle Class,189.0,84.0,42.0,20838.0
2982,Abewapüt,Female,Rich,182.0,79.0,42.0,20038.0
2983,Arac,Female,Rich,181.0,75.0,36.0,20389.0
2984,Upüveuq,Male,Rich,179.0,74.0,42.0,20302.0
2985,Itic,Male,Middle Class,189.0,71.0,41.0,18876.0
2986,Idolayel,Female,Rich,162.0,70.0,40.0,20727.0
2987,Osügesux,Female,Rich,170.0,87.0,33.0,20003.0
2988,Aiv,Female,Rich,175.0,83.0,32.0,18285.0
2989,Tepup,Male,Poor,180.0,90.0,34.0,19407.0
2990,Ücülb,Male,Poor,166.0,85.0,33.0,19863.0
2991,Ovomodid,Male,Middle Class,178.0,74.0,33.0,20702.0
2992,Onupañej,Female,Middle Class,168.0,83.0,38.0,20882.0
2993,Imuzüqeg,Female,Poor,170.0,66.0,37.0,21197.0
2994,Uxlezorüm,Male,Rich,188.0,78.0,42.0,18644.0
2995,Ezay,Female,Middle Class,185.0,88.0,41.0,18634.0
2996,Zeloj,Female,Rich,189.0,88.0,37.0,19890.0
2997,Üedijan,Female,Poor,185.0,70.0,39.0,19697.0
2998,Iigürup,Male,Middle Class,168.0,76.0,40.0,18373.0
2999,Oolilo,Male,Middle Class,162.0,74.0,40.0,18494.0
3000,Emibdy,Male,Rich,184.0,86.0,31.0,19570.0
3001,Iüefas,Male,Rich,188.0,74.0,41.0,18002.0
3002,Oañet,Male,Middle Class,183.0,79.0,41.0,19439.0
3003,Nur,Male,Rich,162.0,67.0,33.0,18160.0
3004,Umenul,Female,Middle Class,166.0,73.0,32.0,18332.0
3005,Ülüq,Female,Rich,190.0,82.0,31.0,19054.0
3006,Uzaxol,Male,Rich,173.0,88.0,35.0,20490.0
3007,Inol,Male,Middle Class,183.0,90.0,39.0,18758.0
3008,Muyur,Male,Poor,190.0,74.0,32.0,20020.0
3009,Añoqs,Male,Middle Class,171.0,90.0,35.0,18117.0
3010,Uzüb,Female,Middle Class,184.0,85.0,33.0,21360.0
3011,Iduyüvid,Female,Poor,178.0,80.0,32.0,19733.0
3012,Unisilaf,Male,Poor,161.0,73.0,35.0,18704.0
3013,Ühücohü,Male,Middle Class,161.0,71.0,36.0,18050.0
3014,Ubusahüm,Male,Middle Class,177.0,81.0,33.0,18671.0
3015,Lurlapüv,Female,Middle Class,171.0,84.0,37.0,18510.0
3016,Ijuebaab,Male,Poor,188.0,85.0,33.0,19649.0
3017,Pol,Female,Middle Class,167.0,70.0,36.0,18011.0
3018,Itehüd,Male,Poor,163.0,66.0,33.0,18962.0
3019,Ujil,Male,Rich,174.0,69.0,35.0,21194.0
3020,Obifuvow,Female,Poor,182.0,80.0,32.0,20545.0
3021,Uvmoisüm,Male,Poor,182.0,89.0,32.0,19433.0
3022,Upüyotay,Female,Poor,176.0,74.0,38.0,18524.0
3023,Agitüñ,Male,Poor,182.0,77.0,39.0,18976.0
3024,Ezobilu,Female,Rich,162.0,72.0,41.0,19356.0
3025,Üph,Male,Rich,181.0,84.0,36.0,18264.0
3026,Egoobig,Female,Middle Class,172.0,68.0,36.0,20467.0
3027,Ürimoc,Male,Rich,187.0,70.0,42.0,20007.0
3028,Etawwat,Male,Middle Class,176.0,87.0,38.0,19809.0
3029,Osam,Male,Rich,165.0,66.0,36.0,21168.0
3030,Atuvü,Female,Rich,187.0,76.0,40.0,19887.0
3031,Ümepalem,Female,Rich,162.0,82.0,42.0,19121.0
3032,Itexüg,Female,Rich,179.0,67.0,32.0,21051.0
3033,Oyinaq,Female,Middle Class,167.0,66.0,35.0,18187.0
3034,Ofiñqur,Male,Middle Class,166.0,82.0,38.0,18817.0
3035,Üpoñüwiz,Male,Poor,166.0,71.0,33.0,20481.0
3036,Ajivjj,Male,Poor,181.0,78.0,36.0,19339.0
3037,Hoid,Male,Poor,171.0,76.0,33.0,21411.0
3038,Aqü,Male,Poor,172.0,84.0,40.0,19133.0
3039,Imadecaf,Male,Poor,185.0,72.0,36.0,18864.0
3040,Hüeh,Female,Rich,189.0,74.0,35.0,20807.0
3041,Cel,Male,Poor,172.0,68.0,34.0,21238.0
3042,Obilauñi,Male,Poor,188.0,82.0,41.0,20056.0
3043,Unazic,Male,Middle Class,182.0,88.0,38.0,18616.0
3044,Axufüd,Female,Rich,190.0,74.0,32.0,18614.0
3045,Agaveiq,Male,Middle Class,172.0,90.0,32.0,20814.0
3046,Amu,Male,Middle Class,177.0,79.0,33.0,18951.0
3047,Utün,Female,Middle Class,169.0,73.0,40.0,20332.0
3048,Evuf,Male,Middle Class,175.0,76.0,37.0,19077.0
3049,Eñüreyü,Female,Middle Class,175.0,90.0,41.0,18750.0
3050,Efabirew,Female,Rich,166.0,90.0,42.0,19124.0
3051,Izizuj,Male,Middle Class,172.0,78.0,32.0,21237.0
3052,Oñüpobqq,Male,Poor,178.0,77.0,31.0,20486.0
3053,Ifixrew,Male,Middle Class,183.0,67.0,34.0,20321.0
3054,Üzyoñic,Male,Rich,187.0,75.0,31.0,20669.0
3055,Udh,Female,Rich,169.0,74.0,34.0,18397.0
3056,Uahücite,Male,Rich,182.0,84.0,32.0,18309.0
3057,Erülepot,Male,Rich,167.0,85.0,38.0,20799.0
3058,Djotüp,Female,Middle Class,166.0,73.0,42.0,19236.0
3059,Epofay,Female,Poor,170.0,75.0,42.0,20901.0
3060,Luzuwp,Female,Poor,169.0,73.0,33.0,20357.0
3061,Axüguñi,Female,Poor,165.0,72.0,41.0,18562.0
3062,Aqimy,Male,Middle Class,164.0,69.0,36.0,20943.0
3063,Ulinos,Female,Middle Class,165.0,71.0,42.0,20485.0
3064,Llün,Female,Poor,184.0,82.0,41.0,19959.0
3065,Elurig,Male,Rich,186.0,86.0,36.0,18481.0
3066,Itüjiao,Female,Poor,183.0,78.0,40.0,18661.0
3067,Ewüqüx,Female,Poor,185.0,71.0,38.0,21241.0
3068,Emihüy,Female,Rich,163.0,81.0,32.0,18692.0
3069,Odacisünul,Female,Rich,178.0,66.0,39.0,18347.0
3070,Inux,Female,Poor,163.0,73.0,32.0,19394.0
3071,Epujñ,Male,Poor,172.0,85.0,35.0,19656.0
3072,Püev,Male,Middle Class,186.0,68.0,32.0,21437.0
3073,Ebaleh,Male,Middle Class,175.0,67.0,39.0,19364.0
3074,Eles,Male,Poor,188.0,71.0,42.0,20297.0
3075,Iqawob,Male,Middle Class,173.0,79.0,36.0,20136.0
3076,Emah,Female,Rich,184.0,88.0,41.0,21298.0
3077,Secij,Female,Poor,165.0,73.0,40.0,18814.0
3078,Eliw,Male,Middle Class,161.0,78.0,37.0,18309.0
3079,Abu,Female,Poor,182.0,77.0,35.0,20756.0
3080,Ewus,Male,Rich,168.0,89.0,40.0,21446.0
3081,Oñjaz,Female,Poor,182.0,75.0,37.0,20082.0
3082,Ipibiñay,Female,Middle Class,183.0,78.0,31.0,20986.0
3083,Uduared,Female,Rich,161.0,67.0,34.0,18084.0
3084,Obafiois,Male,Rich,165.0,73.0,38.0,18293.0
3085,Ülqpi,Female,Poor,168.0,80.0,38.0,20094.0
3086,Enug,Male,Middle Class,165.0,88.0,41.0,18626.0
3087,Nfet,Female,Rich,174.0,83.0,37.0,19075.0
3088,Sulawaj,Female,Middle Class,182.0,71.0,41.0,20732.0
3089,Obuxñehu,Female,Poor,164.0,88.0,33.0,21007.0
3090,Ihuq,Female,Rich,187.0,82.0,33.0,18647.0
3091,Ebüqewow,Male,Poor,173.0,74.0,31.0,20379.0
3092,Üxevibab,Female,Rich,184.0,79.0,33.0,19294.0
3093,Ewüñecal,Female,Rich,180.0,84.0,34.0,19060.0
3094,Utaa,Male,Middle Class,177.0,78.0,34.0,20422.0
3095,Duf,Male,Poor,188.0,70.0,40.0,20658.0
3096,Uliw,Male,Rich,176.0,66.0,41.0,20163.0
3097,Ovac,Female,Rich,162.0,76.0,36.0,18017.0
3098,Olil,Male,Rich,187.0,67.0,37.0,20461.0
3099,Asalat,Male,Rich,164.0,86.0,34.0,19112.0
3100,Tüd,Female,Poor,176.0,87.0,39.0,20701.0
3101,Imeg,Female,Middle Class,167.0,67.0,41.0,18468.0
3102,Unicul,Female,Poor,190.0,82.0,35.0,19144.0
3103,Olopuguel,Male,Middle Class,189.0,74.0,35.0,19701.0
3104,Cufañ,Female,Poor,175.0,70.0,34.0,20905.0
3105,Ejübez,Male,Poor,185.0,67.0,36.0,21309.0
3106,Ümeterc,Male,Middle Class,161.0,70.0,38.0,21359.0
3107,Igutem,Male,Rich,163.0,72.0,38.0,21454.0
3108,Boliyadüj,Female,Middle Class,180.0,70.0,34.0,19411.0
3109,Üvoniquh,Female,Rich,172.0,78.0,34.0,20921.0
3110,Xacüg,Male,Rich,161.0,88.0,41.0,21057.0
3111,Out,Male,Middle Class,163.0,87.0,37.0,18696.0
3112,Qedenüd,Male,Poor,176.0,68.0,37.0,18065.0
3113,Üewolic,Female,Poor,178.0,78.0,39.0,19222.0
3114,Ioxül,Female,Rich,176.0,70.0,35.0,20196.0
3115,Übuvw,Male,Poor,183.0,84.0,40.0,19995.0
3116,Eqisuq,Male,Rich,169.0,74.0,38.0,20670.0
3117,Ibim,Female,Middle Class,184.0,75.0,42.0,18100.0
3118,Ohu,Male,Rich,167.0,74.0,36.0,18021.0
3119,Icf,Female,Poor,163.0,78.0,34.0,18811.0
3120,Opilib,Male,Poor,170.0,72.0,39.0,20528.0
3121,Ihoteñüx,Male,Poor,161.0,82.0,42.0,20856.0
3122,Liuduayo,Female,Poor,169.0,66.0,41.0,19125.0
3123,Ühewumob,Female,Middle Class,172.0,71.0,42.0,18877.0
3124,Apüiyot,Female,Middle Class,164.0,82.0,34.0,20029.0
3125,Ome,Male,Rich,170.0,89.0,34.0,18910.0
3126,Üyisag,Male,Middle Class,172.0,67.0,31.0,18999.0
3127,Urelefot,Female,Middle Class,162.0,75.0,37.0,20765.0
3128,Imh,Female,Middle Class,161.0,81.0,38.0,21355.0
3129,Oqenfür,Female,Rich,175.0,77.0,41.0,19037.0
3130,Ugiseq,Female,Rich,186.0,69.0,41.0,20221.0
3131,Axvw,Male,Poor,179.0,80.0,37.0,18556.0
3132,Oürit,Female,Poor,179.0,77.0,40.0,20262.0
3133,Odacvovq,Male,Middle Class,186.0,88.0,37.0,19644.0
3134,Uravgif,Male,Rich,184.0,74.0,33.0,20795.0
3135,Üuhuñaw,Female,Rich,190.0,90.0,39.0,20428.0
3136,Uhüyeñ,Female,Rich,169.0,76.0,39.0,18224.0
3137,Ufex,Female,Middle Class,178.0,69.0,41.0,19220.0
3138,Elipawid,Female,Rich,187.0,74.0,37.0,21432.0
3139,Xsüxax,Male,Middle Class,167.0,79.0,34.0,21207.0
3140,Auln,Female,Rich,190.0,88.0,31.0,18671.0
3141,Eetiq,Male,Middle Class,170.0,73.0,31.0,18702.0
3142,Zañ,Female,Poor,170.0,68.0,35.0,18692.0
3143,Azuluy,Male,Rich,190.0,77.0,33.0,21079.0
3144,Atupuz,Male,Rich,181.0,82.0,33.0,20256.0
3145,Ahmohihap,Male,Rich,166.0,80.0,41.0,21418.0
3146,Eqay,Male,Rich,184.0,76.0,32.0,18872.0
3147,Ahegeroj,Female,Middle Class,169.0,81.0,35.0,20206.0
3148,Osop,Male,Rich,173.0,90.0,41.0,19459.0
3149,Nopom,Male,Poor,190.0,77.0,41.0,18092.0
3150,Üifilif,Female,Rich,181.0,81.0,38.0,20175.0
3151,Obsoruxav,Female,Middle Class,183.0,83.0,38.0,20328.0
3152,Üxülür,Female,Rich,164.0,89.0,35.0,20297.0
3153,Irfañr,Male,Poor,184.0,80.0,40.0,18953.0
3154,Añlügf,Male,Poor,184.0,80.0,39.0,18031.0
3155,Abuovür,Male,Rich,178.0,68.0,35.0,19437.0
3156,Ixexuhoxus,Male,Rich,181.0,75.0,33.0,18292.0
3157,Utusewij,Female,Rich,161.0,87.0,42.0,19702.0
3158,Avig,Male,Rich,190.0,73.0,42.0,18727.0
3159,Üfaj,Female,Rich,171.0,73.0,32.0,20931.0
3160,Evad,Male,Poor,174.0,66.0,33.0,19427.0
3161,Open,Female,Rich,164.0,80.0,36.0,20422.0
3162,Iqsom,Male,Poor,178.0,82.0,41.0,18749.0
3163,Ajgii,Female,Poor,163.0,75.0,42.0,18034.0
3164,Oeninhen,Female,Middle Class,173.0,81.0,37.0,21084.0
3165,Wañeni,Female,Rich,182.0,75.0,36.0,20443.0
3166,Ajazas,Female,Middle Class,166.0,85.0,38.0,20092.0
3167,Rawüh,Male,Poor,161.0,68.0,37.0,18489.0
3168,Ewoy,Male,Rich,189.0,71.0,37.0,18213.0
3169,Añoprus,Male,Rich,181.0,79.0,42.0,21397.0
3170,Uhorer,Male,Middle Class,174.0,77.0,39.0,19441.0
3171,Adejüp,Male,Poor,179.0,83.0,35.0,19338.0
3172,Exü,Male,Middle Class,173.0,87.0,32.0,21117.0
3173,Ojw,Male,Middle Class,166.0,74.0,31.0,18789.0
3174,Uzivut,Male,Rich,168.0,90.0,42.0,19013.0
3175,Oyoein,Female,Middle Class,168.0,78.0,39.0,18246.0
3176,Oree,Male,Poor,177.0,90.0,40.0,19518.0
3177,Emosp,Female,Middle Class,177.0,85.0,31.0,20647.0
3178,Üqüvulixol,Male,Middle Class,173.0,86.0,36.0,20963.0
3179,Jüben,Female,Rich,175.0,74.0,39.0,18101.0
3180,Üjqqr,Female,Rich,184.0,67.0,32.0,20682.0
3181,Amoyan,Male,Rich,172.0,86.0,32.0,18782.0
3182,Luña,Male,Poor,184.0,87.0,42.0,19291.0
3183,Acuf,Female,Poor,175.0,87.0,32.0,18748.0
3184,Xotudüe,Male,Middle Class,188.0,89.0,36.0,20589.0
3185,Qumüyüt,Male,Poor,164.0,69.0,35.0,20659.0
3186,Üfioz,Female,Middle Class,161.0,90.0,39.0,19114.0
3187,Ovosüb,Female,Middle Class,184.0,81.0,32.0,18003.0
3188,Uhaw,Female,Rich,178.0,71.0,36.0,18455.0
3189,Egivünül,Female,Poor,178.0,70.0,33.0,19169.0
3190,Opelog,Male,Poor,171.0,77.0,41.0,20135.0
3191,Iqayel,Female,Middle Class,167.0,90.0,40.0,19679.0
3192,Onxowüv,Female,Middle Class,162.0,79.0,37.0,18589.0
3193,Oleñ,Female,Poor,179.0,84.0,42.0,19214.0
3194,Añc,Female,Poor,182.0,68.0,35.0,18409.0
3195,Ajol,Male,Rich,168.0,68.0,37.0,19107.0
3196,Aimoq,Male,Middle Class,166.0,75.0,32.0,18378.0
3197,Eluliv,Male,Rich,190.0,90.0,41.0,20451.0
3198,Uwudagaj,Male,Middle Class,162.0,88.0,39.0,21293.0
3199,Üwilede,Male,Rich,174.0,86.0,34.0,19064.0
3200,Goewe,Female,Middle Class,161.0,77.0,33.0,18517.0
3201,Ewünoy,Male,Poor,186.0,80.0,38.0,18652.0
3202,Üry,Male,Middle Class,190.0,84.0,38.0,20996.0
3203,Alatee,Female,Middle Class,165.0,88.0,37.0,18948.0
3204,Omcuwz,Male,Poor,187.0,80.0,35.0,19857.0
3205,Luy,Female,Middle Class,167.0,76.0,41.0,21364.0
3206,Ugülav,Female,Rich,183.0,76.0,32.0,19619.0
3207,Dom,Male,Poor,177.0,86.0,38.0,19014.0
3208,Ebbihe,Male,Poor,182.0,82.0,35.0,21332.0
3209,Olecovü,Male,Middle Class,182.0,84.0,38.0,20138.0
3210,Iñanül,Male,Poor,167.0,90.0,35.0,19927.0
3211,Üsüyocdob,Female,Poor,181.0,70.0,38.0,20340.0
3212,Lüs,Female,Rich,162.0,68.0,41.0,19679.0
3213,Uzriix,Female,Middle Class,181.0,67.0,39.0,19542.0
3214,Ahedl,Female,Middle Class,173.0,84.0,31.0,19652.0
3215,Afq,Female,Rich,184.0,88.0,37.0,20255.0
3216,Ugija,Male,Poor,184.0,81.0,32.0,19584.0
3217,Ixecew,Female,Middle Class,175.0,82.0,39.0,21142.0
3218,Üev,Female,Poor,165.0,82.0,38.0,19949.0
3219,Odp,Male,Poor,164.0,73.0,42.0,20551.0
3220,Ihupaus,Female,Rich,181.0,83.0,39.0,18968.0
3221,Odüh,Female,Rich,180.0,81.0,31.0,19027.0
3222,Osuz,Female,Middle Class,189.0,72.0,38.0,18606.0
3223,Ümesürañ,Male,Rich,173.0,89.0,42.0,19277.0
3224,Üsotubuv,Male,Poor,164.0,87.0,37.0,18142.0
3225,Üran,Male,Poor,169.0,67.0,34.0,19812.0
3226,Hicj,Male,Middle Class,172.0,90.0,41.0,20037.0
3227,Izelef,Male,Middle Class,186.0,68.0,31.0,18794.0
3228,Gudur,Female,Poor,182.0,88.0,39.0,20243.0
3229,Ualet,Female,Rich,167.0,90.0,32.0,20839.0
3230,Abb,Male,Rich,170.0,80.0,41.0,20361.0
3231,Üxexañeh,Female,Poor,171.0,84.0,37.0,18318.0
3232,Umej,Female,Poor,179.0,83.0,40.0,19441.0
3233,Üxumenuh,Female,Poor,182.0,68.0,39.0,20696.0
3234,Añudüj,Male,Middle Class,168.0,77.0,39.0,20733.0
3235,Ielüyom,Female,Middle Class,165.0,73.0,42.0,19455.0
3236,Azocguc,Female,Rich,166.0,75.0,38.0,21219.0
3237,Ipfof,Female,Rich,178.0,72.0,40.0,20672.0
3238,Equbub,Male,Middle Class,184.0,75.0,31.0,18329.0
3239,Iboqa,Female,Middle Class,177.0,84.0,35.0,21491.0
3240,Uyuqade,Female,Poor,190.0,83.0,32.0,20997.0
3241,Uqos,Female,Rich,164.0,67.0,42.0,21213.0
3242,Atedujüy,Male,Poor,185.0,73.0,38.0,19292.0
3243,Epucad,Male,Poor,173.0,84.0,37.0,20760.0
3244,Asuxas,Male,Rich,188.0,86.0,35.0,20815.0
3245,Nasatil,Female,Middle Class,179.0,84.0,31.0,19715.0
3246,Üxapay,Male,Rich,177.0,84.0,32.0,18470.0
3247,Ubot,Female,Rich,172.0,90.0,41.0,21396.0
3248,Away,Female,Middle Class,179.0,77.0,32.0,20462.0
3249,Ogawiñepif,Female,Middle Class,170.0,72.0,33.0,19238.0
3250,Jeipohiy,Male,Poor,188.0,80.0,40.0,19075.0
3251,Juv,Male,Poor,170.0,82.0,37.0,20177.0
3252,Iharopoz,Male,Rich,181.0,82.0,34.0,18279.0
3253,Iuv,Female,Middle Class,179.0,80.0,42.0,20786.0
3254,Egüvañuz,Female,Rich,173.0,72.0,42.0,20377.0
3255,Jetul,Male,Middle Class,179.0,75.0,34.0,20024.0
3256,Aquxeces,Male,Middle Class,166.0,68.0,36.0,19031.0
3257,Ebajuduh,Female,Poor,181.0,87.0,37.0,19750.0
3258,Htuhoz,Female,Poor,175.0,81.0,40.0,18182.0
3259,Ajojiñüv,Female,Rich,177.0,89.0,33.0,18857.0
3260,Baqigu,Male,Middle Class,163.0,78.0,38.0,21106.0
3261,Zayew,Male,Middle Class,178.0,66.0,32.0,21470.0
3262,Emefer,Female,Poor,177.0,87.0,37.0,20591.0
3263,Oquwi,Male,Middle Class,174.0,82.0,33.0,20082.0
3264,Opureñ,Male,Middle Class,178.0,71.0,33.0,18167.0
